text,afraid,angry,anxious,ashamed,awkward,bored,calm,confused,disgusted,excited,frustrated,happy,jealous,nostalgic,proud,sad,satisfied,surprised
i go to a jazz club today for the first time in a long time  a friend of a friend be perform  it be cool  good music  good drink  it be nice to get out ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i go to a doctor appointment and be feel anxious about how my general health be  after my checkup and find out that i be in good health  i felt happy and relieve about the result ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i go to a cardiologist yesterday and be give a heart monitor  i be diagnose with svt ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i go out with my friend for pho around lunchtime  it felt great to hang out with a friend as i have not be able to see any friends for a while  we chat and at for a little over an hour and it felt very cathartic to be able to hang out with them ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i go hike yesterday with doug  it be a gorgeous fall day  we go to turkey creek and end the hike by sit next to the waterfall  i push myself beyond my comfort zone by take the longer trail even though i have not plan to do that and be wipe out by the end of the hike  it make me so hungry and tire  i go to sleep very early ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i go for a walk  it be peaceful ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i go for a walk today  our neighbor be walk breslin and breslin start up my driveway when he saw me  breslin be a dog i have have to ask the owner to keep out of our yard previously but he be a beautiful and very nice dog  i remind breslin to stay out of our yard and his owner call him back  i then compliment bres because he be such a good dog  the walk be special because i have not take one for over a week  i do not know when it happen but i use to walk every day and now it be only occasionally  i like the think of return to the walk habit ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i go for a swim at the y to try to cotinue work on a shoulder issue i have  it be painful while do it but i push through and the movement be definitely come back ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i go for a run last night  it be kind of scary because it be now dark when i get home from work  i do two and a quarter miles though ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i go for a run because i have a schedule  it make me feel a lot calmer and relax  i hate it before and during it but afterwards i feel content ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i go food shop to make myself some healthy home make burritos  i felt good about how i go about plan the ingredients and prepare the food  it be a satisfy meal ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i watch tv with my daughter last night  we do not get many chance to watch something just the two of us  it be only a half hour but it be nice ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i watch as my son be play and realize how fast time be go  how much he have grow  it be go by so fast  his happiness mean everything to me ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
i watch a really good movies on my vcr  i enjoy it ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i watch a movie yesterday that be so touch and enlighten  the story be well tell and i felt completely satisfy spend my time watch that wonderful movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i watch four hours of pro wrestle  aew and nxt  it be really fun and make me happy  i love wrestle  especially these two show ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i watch  the lighthouse at the theater  it be super cool in direction and art house sort of things  it be disturbimg and have linger with me since then ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be with my family yesterday to spend some time with them after some time of not be able to spend time with each other  i think it be nice for each of us to take time out of our busy schedule to eat and enjoy each others company ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
i be watch tv in my room alone but i do not get to watch enough  i felt anxious and annoy that i could not really relax ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i be very happy to be out enjoy some time off from work  and be able to buy some things i have be look forward to for my collect hobby  it be the highlight of my week thus far ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
i be very glad to get so much excerise yesterday  as i have really be lack in it lately ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i be very excite to eat my meal  i have be look forward to it all day ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i be surround by friends for the first time in a long time  it make me very excite since we get to spend so much time together and couch up ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i be so happy to spend the day yesterday with my family  it make me feel like my life have mean  family truly be the one thing in life that make life worth live  without my family my life would be dull and lack in love ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i be run a program and it work well and i can finish my analysis ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be read and relax and look out the window  it be nice to spend time peacefully by myself and just look at nature and the fall color ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be productive at work yesterday  and it make me feel good  i get a bunch of smaller things do and accomplish at work  and it be please to go home last night and reflect on a good day of work ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i be out on my run and felt really great  be about to run my fastest mile ever  it be such a rush of emotion to look down and see my watch read seven hundred and fifty-five  my previous best mile be eight hundred and forty-five  so i shatter my previous best mile performance ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i be much proud about my work yesterday  as i be organize a meet and which be successfully do in order to sign up a project with the client ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i be most proud of get plenty of exercise yesterday at work  i walk a lot on my job anyways but yesterday  i walk about twenty-two thousand step and i felt good do it  of course  it be accumulate from vacuum long hallways at the student house build i work at  it be also from haul trash bag to the receptacle  along with that  be the mop  dust  so i feel i do a lot of good for my health ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i be in daily mass and there be a scripture read that i felt be very relevant and speak to me and make me calm ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i be help my daughter with her homework yesterday  she have be work very hard to get prepare for college and i be very proud of her ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i be have a lot of stomach issue  i have no idea why  maybe i be just anxious  i be think about an old friend for a long  long time ,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
i be hapy with the flow of work i have to do  it be a productive day  those type of days make me happy and feel secure to me ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be happy to spend time with my daughter  she be a big help as we go through box to unpack  she help a lot with that  i be thankful for her sweet attitude ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be happy to be around my family yesterday when my oldest son receive an award at school ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i be happy that my daughter tell me she love me  her sit on my lap be a joy beyond all that i can ever imagine  despite up and down of the day  i be thrill that we have a relationship and i will love her forever  she and my family be a joy above my imagination ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i be happy about be able to spend quality time with my family  i enjoy the calm of relax at home  i be satisfy in just be around my family ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i be hang out with my friends ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i be hang out with my family a lot yesterday and it make me feel really good  i have not see them in a while so it be nice to catch up  we have a nice family dinner and play some game at my mom s house,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
i be extremely anxious while wait at the doctor s office to find out my test result  and whether or not i would need a transplant soon ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i be downtown  and bump into an old friend of mine at a bus station  we do not always get along so great  and he be in a bad mood  so we end up take a long bus ride together in mostly awkward silence ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
i be away for three days and be excite  happy  and satisfy to see my son and spouse when i return ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i be attempt to read a book and could not oncentrate on it at all  i felt like i could not remember the last sentence i have read ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
i be amaze at my connection with people and friends yesterday  they all seem to be so alive and happy this be a very good day for friendliness for all  i love when there be days that be like that many people tend to keep to themselves otherwise anymore  i tend to turn to my friends more than family these days so they be quite need in my life just talk to people alone can brighten my day if they seem to be able to talk ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be actually able to get some repair work do on my home  this be a sort of work project because i work directly below the area i work on  my home office ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be able to visit an art museum and one of my favorite wisconsin breweries  all and all a wonderful day  even if it be cold and snowy ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be able to take a nice walk in the even with my husband and two teen daughters  it be very rare that we be all in the same place at the same time and be do something together as a group  it be a great feel to walk talk and laugh together after a long day apart ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i be able to spend the morning pray an worship before work  then i go to work i come home and go to a pray meet  i finshed out the day read the bible ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be able to spend some time with my family  i help out my grandmother  and spend time alone with each kid to just talk ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i be able to help patients improve their quality of life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i be able to deliver a speech for our church yesterday  it make me feel like i do something really good in service of god  and others really appreciate it too  it be a religiousbiblical speech  i be happy to have do it ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i want to try food at the italian restaurant and i enjoy the food and service at that italian restaurant ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i wake up each morning and thank god for allow me to have another day with my family  be able to get out of bed  get to work and do my usual activities of the day  so many people do not have that choice and would give anything just to be able to rise out of bed ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i try harder to talk very much with all my family because i think its the most easiest form to get their hearts and be very compresible,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i try to accomplish something as part of a hobby  but fail after repeat attempt ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i travel to florida to start a vacation with the wife  i be glad that things be go smoothly so far ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i take the time to do yoga right away in the morning when i get up  this make me feel a sense of calm which be a nice thing to experience when you have two little boys  i also have the chance to feel satisfy that i be actually stick to do something everyday ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
i take abbie  my four year old daughter  to the library  we make a day out of it  i drive downtown and then we go in several shop and window shop others  we have a great time cap it off with return our book to the library and pick out new book  it be so great to see abbie show a love of read and to see just how much effort she put into find the perfect book for her  i feel proud as she be so excite to go to the library but then be so patient  well behave and serious when we be in the library ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i teach an online class that i really enjoy  i be grade a lot of the student s work and i be very satisfy with the quality of work from the students  i feel like i be an effective instructor and i be do a good job ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i spend time with my wife drive to a new town we be visit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i spend time with my wife and kid  eat and talk with each other while find out about each other s day ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i spend time with my son  we go swim  i be happy with the time and activity we get to spend together ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i spend time with my son play hockey before school  i only have him half the time since i be divorce so i have to take advantage of every minute i have with him  he love hockey so we play for a few minutes before school  i let him win and he be really happy on the way to school  which make me happy ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i spend time with my family for which i have have time to spend with them in the last month  i felt good to make time to eat and to spend time with them  i be happy to have make new memories with them ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i spend time with my family and have dinner with them it be fun and excite and relax we have the best time together they be the best,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i spend time with my family after work and its be always the best part of my day  i feel at home with my family  content  happy  and joyous ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
i spend time witb my famil last night  my wife work a mix od days and nights  but have the day off yesterday  i come home and my wife have dinner ready  after diner  we help the kid with homework  and play the boardgame  sorry   they go to bed  and we have some time alone toghether ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
i spend time in prayer and read my bible yesterday morning  then spend time listen to a sermon yesterday afternoon  it reenergized my faith and give me deeper insight into god and my faith  it bring me peace  joy and satisfaction ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i spend the even with my boyfriend and it be nice and relax,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i spend the even play board game with my friends  one of my best friends in life be in town from seattle  we have a really great time ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i spend the early part of the day alone  process photos and do mechanical turk hit  not so much fun  but when my wife get home from work and we chat a while  it be very good  i show her some of my photos and she talk about her day at work ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i spend the day with my friends go out to eat for dinner  it wss very fun and memorable of a day for me ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i spend the day think on the importance of live a life of faith  i come to a realization that it be absolutely and positively important to always think about what i be think about and know that god be always in control ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i spend the day at home  spend time with my family  i enjoy this very much ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i spend some time with my son and my dog and we go to the dog park for an hour  we have lot of fun and have some good discussions  it be a memorable experience ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i spend over an hour on my exercise bike in the basement  while i exercise  i read a new novel call the deserter  it be enjoyable ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i spend almost all day and most of the even work but i felt good about it because i be earn money to help myself get out of debt ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i spend all day work  but make very little money  it be an extremely frustrate day  i would have quit early and do something more recreational  but i desperately need whatever money i could manage to earn  i go to be feel hopeless and frustrate ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
i spend a lovely time with my romantic partner  she and i have a very enjoyable discussion that be serious at time yet fill with laughter  i felt lighthearted after the busy day that i have just from talk and laugh with her  she manage to make me feel happy or calm whenever i have have a long day  talk with her never get bore because i honestly have no idea what we will talk about  our topics be wide and vary  and i feel like i be constantly learn something new whenever i be with her  she be a joy to be around  and she make me feel love ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i spend a lot of time with my friends yesterday  we be not physically together  but we socialize over discord and xbox party  it be fun  i do not get to see them in real life yesterday  but we do have fun together  it make me feel less lonely and i felt happy  i felt at ease  i felt like i have meaningful connections to the world  i do not reel isolate ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i spend a lot of time wit my husband and son yesterday  i take my son to the library and then on a donut date ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i spend a large part of the day yesterday with my husband in the car take my niece  who have no car  to run some of her errands  i felt anxious near the end of the day because i felt like i be spend too much time do something i be feel resentful about ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i spend my days with my husband and pet  it be nice  we get to share meals together and relax ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i sleep yesterday because i have be sick and it help me get thru the day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i saw my lover and we spend quality time together  i be truly enjoy by everything that we share ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i sing at a funeral for an elderly woman and provide comfort along with the violinist to her family ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i recieved some good news about my job yesterday  i be proud of myself because i be number six out of several hundred people for my accuracy  this validation that i receive and the bonus that this will lead to excite me ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
i really get a good night s sleep last night  i be in bed early  and i do not wake up through the night  that do not happen very often ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i really enjoy my time with my wife and kid yesterday  i do not get to see them much as they get home late from after school activities but it be a good time to talk hear about their days share some hug and put them to bed  they make me feel like i belong and that i be love and care for ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i really enjoy my meals yesterday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i realize again how important my family members be to me  especially my mother  she be always there for me and this mean the world to me  there be no amount of money that could replace all the things that my mother mean to me  she be the epitome of love  kindness  give and strength ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i run about 5km  it be a somewhat fast run  i be get in better condition  i felt relax and happy ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i pray to god daily and it make me feel good  my days be often bore but god be always there,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
i practice self care today  i take my meds  eat breakfast  have my coffee  have a short but nice conversation with my husband  and enjoy a little bite of tv ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i play video game from my childhood and it be very excite ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
i play a game with a friend and it be just something fun to do  something to help relax and help me keep my mind off of things  we play for some hours too so i have a lot of fun ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i order pizza which i be crave and it be delicious,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i need exercise to feel calm and relax  it help me deal with the rest of the day ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i meet with my mom yesterday to talk jointly with a financial adviser regard a fair amount of money she and my dad be bring over from their home country  we have a lively discussion with the adviser and he persuade us to put the money in a regular investment fund  rather than an annuity that the other salespeople be try to sell us on  i felt satisfy with this advice and that i have help steer my parent in a better direction ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i meet with my mom and niece to have ice cream after school  she be six and be so excite  we talk about her day at school  it be fun ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i meet my girlfriend and her sister for dinner  we discuss  drink wine  it be nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i meet my friends and we celebrate my mother s birthday together ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i make passionate love to my wife ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i make homemade chicken and dumpling soup  it make me feel warm and nostalgic because it be my great grandmas recipe and she would invite me over everytime she make it ,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
i make enchiladas for supper yesterday ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i make a pot roast  which cook in the slow cooker all day  it be my favorite meal and the smell of it cook  bring back a flood of great memories of grow up  the smell of wonderful food cook be very entice to me and i wait all day  anticipate what a great supper it would be ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i make a huge breakfast,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i love to watch movies from the library that be documentaries  yesterday i watch a political documentary and it really cause me to think about the way i view the internet ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i love my write job and i be start to do the review for the holiday  i have a very special children s book for christmas to write the review for yesterday and i be proud of my review and the response that i get from the publicist for whom i work ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i love my workmy co workers cooperate meso my work be full of satisfactions ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i love my work  i love go out to work in the hospital to save live and help others live better live,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i love my husband so much  he always make me happy and be there for me ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i love her  she be the joy of my life  melonie joy be the best thing that have ever happen to me and i love spend days with her ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i love be in good health it make me really happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i look forward to my run days because i get to hang out with my buddies from college and keep in touch with them while enjoy nature and the thrill of run on the trail ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i like talk to my friends,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i learn from my doctor yesterday that i be vitamin d deficient and that i also have to take medication for cholesterol  i think i be do good  but apparently not ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
i hit some new personal record at the gym ysterday  have be work extremely hard  i be finally able to put up the 120lb dumbells on the flet bench ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i hit my work goal yesterday easily  it be a smooth process with no hiccup  i even get some important paperwork for the future finally send in ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i help my parent with a project  i be happy that i help them complete what they want to do  it feel good to be able to spend time with my parent as they be get older ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i have not have much time with my husband lately  so it be nice to eat dinner last night and just have some us time  i felt relax and comfort to have him close and to forget about how crazy life have be lately ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i have time to myself for myself  i love it,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have the best family anyone could want  my beautiful wife make a great dinner and homemade pie  which i love  my daughter bring home a school project that she make all by herself  and get an a on  she be so proud and i felt even prouder of her  she be an amaze child and she will do well in life ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i have some sort of inflammation in my larynx and my doctor do not know quite what it be but we be determine to treat it  i just want to be able to drink coffee again ,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
i have have a sinus infection since late last week and it have make me feel lousy  hard to work feel like that ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have fitness goals and work towards those goals really make my day  work towards these goals provide me great satisfaction ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i have be struggle to get our house ready to be sell  i know i have a lot of items that i need to get rid of or donate  i set a goal for myself to go through all of our families clothe and donate those things that we never wear or have outgrow  i be please to make it through all the closet and drawers and donate five bag of clothe  i really felt like i make the first step toward get the house ready to be sell ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i have be sleep a lot lately  when i get home from work  i usually need to take a nap  it can last anywhere from an hour to three hours  it be really frustrate because i be get enough sleep at night  so i feel i be waste my time ,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
i have be on a trip recently  so i be unable to go to my regular burn boot camp workout until yesterday  it be my first day back in almost a week  while quite hard  it be a great workout and i be very happy to be back  we do a metobolic condition white board and i be very proud to get through the board twice and to the bonus med ball slam round ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
i have be deal with profound medical issue and personal loss  so  i have spend the last few days with my sister and her family  be with them  include my niece  nephew  and grand nephew have provide both the comfort and distraction that be sorely need  i feel much refresh today ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have a whole lot of extra bill this month include property tax  so i felt good about work all day yesterday and make some extra money  at least this way i feel that i be do something proactive and constructive about our money worry ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i have a time for prayer in the morning and it help me to stay calm throughout the day no matter what may happen  it help to be able to put your greatest fear and problems into a better perspective ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i have a large project at work that have be very difficult  yesterday i hit a large roadblock with it and i spend most of the day troubleshoot the issue  they be still not resolve and it be very frustrate  because of this my work be the most salient thing about my day yesterday  i love my job but it can be very frustrate when problems happen that be difficult to fix  it distract and i need some time to myself to think through the problems ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have a home record studio in my attic that i sometimes hire out as a side gig  i have a group of three friends that schedule a session with me yesterday even who do not show up and do not call to let me know they be not go to make it  i treat it as a side business and act professionally and expect others who reserve my time to treat it seriously  i end up stay in for the even wait on them  it be slightly more obnoxious than usual because they be not only  clients  but be friends and it be a pretty disrespectful thing to happen ,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have a degenerative disease inclusion body myositis in my skeletal muscle and must exercise regularly to slow down the progression of the disease and this be very frustrate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have a big bill i need to pay in a few days  so after work i try really hard to make money on mturk to make up the difference ,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
i have not be able to work out in awhile due to an injury  and i just buy a new set of weight i be excite to try out  yesterday be really nice in feel that i could start exercise again ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i have what felt like a rather long and frustrate work day yesterday  it felt like everthing be just drag at work ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have to work alone today and close at work  it be stressful because i be the only person at work  that mean i be in control of everything  i have to answer phone call interact with customers and solve any issue that arise  it be stressful ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
i have to walk into a shitshow  where there be no support staff  multiple calloffs  and openers have walkin assignments  i have to do twice as much as normal ,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have to take my roommate to the hospital  we be not sure whether she have a problem with her appendix  or maybe a urinary tract infection or kidney stone  she have no insurance so we have to go to the emergency room  fortunately  they saw her within thirty minutes because she be in pain  it turn out she have kidney stone  i go back home and wait for her to call me  when she call  we have to go to the hospital pharmacy to pick up four prescriptions  which i have to pay for  fortunately  since she be poor  they only cost  four apiece  she go straight to bed when she get home ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
i have to rest my leg all day because i have knee bursitis  so i could not really do much else but relax all day  it felt okay  kind of bore though  knee feel better ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
i have to rely on my faith in god to help get me through feel i have have concern a recent breakup ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
i have to prepare a meal for three hundred people  we have suppers at church that i be in charge of  it be a big job but it bring a sense of accomplishment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i have the greatest dinner yesterday  it be cook perfectly and the season be perfect  i be sure to make a note of the recipe so that i can prepare the meal again ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i have the day off work so i have lot of time to hang out,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i have sushi yesterday  it be good  it make me happy  it be tasty  it put me a in a good mood ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have such an enjoyable meal yesterday  i have be crave it for so long  it be probably the highlight of my week ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i have spend most of my day yesterday work and the only salient thing i notice i be really anxious  i want to get off and go home ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
i have some stomach pain all day that worry me  i spend most of the day google what be wrong with me and unsurprisingly be meet with result range from it could be gas  to it could be kidney stone ,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
i have sex with my wife wo i be try to do more  it make me feel really good because sometimes i feel like i do not satisfy her enough ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i have receive an important email from an individual i have contact last week  which they would reply a bite later than i have initially hop for external reason  i be glad to hear back from the person  and excite that they be will to comply with my request  it make me feel reliefsatisfaction  and happy that i could follow through with my plan ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i have pray for direction from the most high about my new business and he lead me to just the right information i need to know  that make me excite ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have pizza from a place i do not have since childhood  it be an interest experience ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
