text,label
babysitting kid let play wii,neutral
biosshadow go sadly maybe next year eh,sadness
cinderellacaro jai pas vu passer ton reblip annonci12 de pump jam pb dadresse url,neutral
sunburn hurt,worry
tommcfly say hi tom please please,worry
nobody home tonight except alone sigh oh wish mysteriouslover,worry
boa tarde chegay,neutral
h60dstaboy yeeeeemp time like yesterday,neutral
work time,neutral
dawnchamberlin def rubbish tonight,neutral
feel great today,sadness
look website work,happiness
dutchcowboys huh pr five two,sadness
melly belly need,worry
sisters cry eye hubby call iraq speak n2 minutes hear pop sound background call drop,worry
scotlanded wish one area,love
pinktribble consider estate agent,empty
lvlyfairygrl would say overcast get sunny yes,happiness
tommcfly hey tom happy enjoy brazil sad cuz goin see show,sadness
brookeburke find sushi fake crab meat good,worry
home work need continue pack raerae go weekend mya hang,worry
graduation day feel like failure,worry
two season xfiles watch,neutral
littleradge shit trouble try one company buy house,worry
_chellebelle_ hey aww cnt view uk block x,surprise
musem equal fail hall fuck life close construction,hate
way early saturday though nearly weekend,neutral
yah,neutral
man bore today tweet guy,boredom
wish mum spend forever talk could call kiera later much time leave though,sadness
ddeeaannnnaa89 already index finger leave hand still bleed hurt pretty bad hate clumsy,worry
work soon way soon,sadness
belly speak need food,neutral
famousrejects omg nasty,neutral
oh noes xbox three hundred sixty badge holder break bellevue wa looptuscjn5vat,neutral
gabilicious111 hahaha probably sorry get things around house go jar parent house,happiness
shadowcall sorry hear,worry
jgooden put way make much sense rotfl,sadness
listen hey zulu red n meth suck work right,sadness
cds hmv overprice i121299 billyraycyrus hate money,hate
sing girl talented yeah good complain,empty
clock possibly last time northview middle school,neutral
bugjemm long hope x,love
experience apathy empathy customer service situations many time recently,sadness
raptorsforum sigh know,sadness
lindseyjaffe love shoutout tweethampton congrats hope feel better miss last weekend,worry
miss guy ugh sad get cool stuff today super excite look forward tonight,sadness
ugh need job one hire,worry
oh gosh hardest decision life choose jonas green day ugh,worry
tommcfly come see host hilton mr thomas spend lot money nothing bore,hate
want go shop tomorrow work buy things know want,neutral
run white yellow oil paint may add utrecht run list,worry
must head back office,neutral
away comp ill back later,neutral
look good outside continue feel movie night come,worry
know mom give clean macbook white tint grayish blue black desk,happiness
pd1ddee get call,neutral
creationswheart want two go four two mo close shop,sadness
playspymaster want invite sick see link people play leave,anger
finally feel like nice summer day feel sick,sadness
get much gray hair sudden order garnier roast coffee drugstorecom well see go,surprise
get ready ship care package daughter come home summer college,neutral
walk back two wk beautiful day two njoy rain,worry
oh get fillout paperwork new job daayum go take,hate
bff love_chrissy22 glad get dog lol stomatch hurt,relief
arghh feel like lobster sunburn hurt,surprise
find swing set sale two block home super cheap want four kid one answer phone list,sadness
beadz2pleaz think might get today throat kill feel like lungs,worry
miss heroes already come one fall,sadness
thingsmummysaid mummy tell never wnted mummy ever live wid dad think confuse,anger
aha exams start tomorrow know tweet freak able anything till end see,neutral
itsjustgoldie insult,worry
back exmouth,neutral
depress best friends piss,hate
believe idiots buzz juggler,worry
nunzio_bruno question oh around tonight,surprise
spare time seem twill spend homework weekend,sadness
three tweeets fgs tweekdeckkk hat cryyyy,worry
bgt best song,neutral
poor lil jman fever wait go home hold little man,worry
hair messy ponytail day take look really nice still messy,relief
wow one nicest patients ever deplyod falougairaq nweek,love
seogoddess thank check stay thursday night though,neutral
old customer service team member,neutral
omg little girl bgt,fun
petsaretalking kitteh like go front behind side box,love
feel frustrate get things work,sadness
fatfingered coke machine drink diet pepsi instead diet dr pepper wish machine use error correction,worry
missourian day call back sturtz,worry
ofcourse wait last minute run experiment work supervise aka get leave work time,surprise
ewwwy campus cleanup community service,sadness
oh gosh want party already,relief
gfalcone601 little girl bgt sad cry lol xxxxxxxxxxxxxxxxxxx,sadness
nathaliecaron end go leave knee kill think push much yesterday,sadness
smh sick bug go around almost everyone know sick include,worry
h0tcommodity thank two know go feel like get dress hair lol,worry
eedawson go storm say,enthusiasm
relay oh well,relief
please vote sympathy bgt,sadness
awwww bless need another chance,worry
aw wee lassie make cry tear streamin doon face lol wee shame x,sadness
subject frosty beer bloody fridge conk beer warm,hate
officially drug take nap allergies joke never bad since two days ago,relief
beautiful lil cousin sjfindlator go prom today sad know go look beautiful always,worry
arsenalsarah lookd soo freak poor wee thing,worry
sit watch britain get f talent watch small girl cry sad,sadness
want summer sprinkle still,fun
stupid sun actually work,worry
argggggg car crash tv sooooooooo horrible see like bgt,hate
follow compliance great watch say,happiness
cry poor thing,worry
ouch burn make soup nico,worry
beeank haha awesome always use eat,happiness
awww holly cute hope let sing,love
wake clean aunt emmas walmart commissary time nap work,empty
make sister cry hahah bless hope,happiness
brenna_boo jealous add really wish nicole know really tweet,worry
lint1 favorite rhcp song,neutral
unscriptable yes upgrade consumption rate,neutral
zanzoon omg saw something flood area news careful zaina,worry
dad want computer would best take lapitytopity mac specialist tomorrow hopefully make teh owwie go awayz,love
aww believe wee girl bgt cry sad,worry
dylanxtra fly drive insane aw make feel bad,worry
bless little girl bgt,sadness
tommcfly remember spok5,neutral
blooddrunk sick totally get gh5 bad guy get play boston,happiness
aww holly steel cry,worry
sheagunther damn would interest work care2 live sf anymore,worry
westin discount animeexpo anime expoi12 two thousand nine provide additional discount hotels animeexpoorg p2396,neutral
enjoy fresh mango bubbletea slush still work,hate
awww bless make cry,neutral
skagod69 one usual two,neutral
shoesandbooks lucky wear name tag feel like xmass tree work tag key clip belt ad aroud neck,worry
awwww love simon bossy find time somewhere,love
get news one good friends grams pass awayshe strong horse never know tomorrow may hold,surprise
myinnerbitch fakerparis block even request,neutral
bgt aw bless stomach sink first whimper good try carry nice simon take charge,happiness
jennwadsworth sad school close,sadness
hate place,hate
rock nope fifth generation ipod classic like dumb,worry
djgraham think darkmonkey find bitly3pj876 play,worry
jennifalconer tough want hug like,sadness
ahhh feel sorry little girl watch cry xx,worry
phone still block fav five cll,sadness
omg hollie well sad watch see simon well nice want lol,relief
sick congest forehead possible chest achy eye back want sleep weekend away,worry
emmy_563 caus eit school today big exam,neutral
pub dog seem misplace friend drink,empty
morningtoast jam cameron touch something revolutionize someone else come along fuck,worry
tyefighter sell guitar hero ps3 fund split ex,sadness
anyone verizon fone borrow mean time get replacement,worry
good night get early tomorrow,neutral
mitchelmusso good comin close love tour,love
kayekayekaye meet lol middle name creepy fgs,fun
try figure personalize download wordpress blog easy hop suggestions,worry
get fight ryan hes like cry dead inside sigggh,worry
datachick version compatible vista,worry
19fischi75 ok enough,neutral
gfalcone601 ino near cry sometimes forget actually live tv talkin sme thing sxxxx,sadness
abbyluvsaj nice wish twitter would tile mine,sadness
yikes poor girl bgt quite hard watch,worry
cramp,worry
ughhh third bottle foundation break,sadness
first natalie little holly mean,worry
aww feel bad holly,worry
omds holly steel bless x,happiness
everyone tweet britains get talent feel leave,worry
mitchelmusso call mexico know code,worry
gfalcone601 bless lil sock think need rethink age thing,love
kezzawezz want two dinna hink get show elgin n get nae1 two go n,sadness
want vote miley cyrus mtv movie award know could somebody could send link thaank three,relief
hate edit looseinthetweetisphere tweet always notice spell mistake millisecond click update,hate
mitchelmusso uk say,surprise
somehow yet accomplish fuck thing,worry
wait damonandrew uchenna3 electrik red richgirl sucker later,worry
jeffhardybrand aww bless hope phone okayy x x,worry
play game help bore,empty
dorkus_ well go fit big long advertisement,sadness
scath defeatist attitude,neutral
soph_ichigo try carry aswell bless suppose maybe kid,worry
superstar mean,worry
mad quiz five answer bet ford fusion sweepstakes wrong,hate
trickiliz13 ohhh baby pdgg ahh miss ahhh hehaheahaaaa,worry
little girl holly find time aw get load vote bet,happiness
decaydance nothing,sadness
check way home rwady home,neutral
tommcfly talk good idea go buy gift friend twenty mins,surprise
gfalcone601 bite hollie start cry,neutral
ftskirstin depress like baddddd,sadness
gfalcone601 britain get talent cute little girl feel sorry hope simon find time xx,sadness
mitchelmusso dam live england x,neutral
coollike cokies arnt real imaginary hav mmmmmmmmmmmm cookie,sadness
unfortunatley aerlingus longer fly copenhagen fly ryanair billund drive copenhagen one days,surprise
shit get go grocery almost get food snif snif,worry
sarahblevins3 know,happiness
cool people want find follow today english guess english tweet,neutral
stephwbates closer would deliver grub,fun
awww poor little girl bgt,worry
gfalcone601 know right poorpoor girl show put young people competitions like though,worry
icklewabbit omg online shock horror,worry
vlastikb logically yes find one though always seem see beside motorways stop,neutral
simplecake bye,neutral
shtoofi know feel work much suck hardcore need hang soon,worry
vet sick dog twitpiccom67clz,relief
paint anymore light,worry
bvictor nerve think sure,empty
mandypandy32 awww think tooo young ready painful watch upset,worry
one bring snack,sadness
ugh know best moods know allergies meh,sadness
want join live michigan,sadness
look girls name easier look boys,neutral
fuck day fly get three thousand six hundred fortyseven things eight hours,hate
tatianemarks quem i12 katy,empty
ok bye alex fun today,neutral
zac brown virginia beach nova,neutral
wtf happen fee,worry
mashupnicole still hour,neutral
clairemcs know saw happy birthday girl,love
omg bgt make cry wee girl soo sad,worry
beingnobody aww sad,worry
gfalcone601 haha cry xx,happiness
robbywat minute think say maggie extra eye grow yep space cadet sorry sweet girl,happiness
traffic jam outside chicago feel office space right,neutral
bgt quite awkward moment poor girl hope loose,worry
last full day even day class little sad,worry
bunny long hoodie leave car brrr,sadness
mikeywags srry interest right stay til 6am tummy hurt pooped work,neutral
want go work,neutral
bitlydiqf3 hope day mom get message,love
go happen one day feel girl mum,sadness
0omiriamo0 like idea go cinema monday,sadness
breedimetria feel third eye right right go see foreign boys,neutral
littleradge even situation sad sorry really sucky,worry
casgetta wrong,worry
playforkeeps oh gosh know happend yesterday,fun
brian cat still show feel sad sick afraid eat something look good,worry
imjustdanni awww fair lil sad,sadness
get ready work boohoohoo want go work,worry
kaydub use imovie eight still bad afraid hear wrong nine,worry
sorealcru gloomy la sun nice,sadness
jennlovesm5 dude wannnnaaaa goooooo,surprise
excitement eight new followers overnight sadness six ad bots,sadness
mulla8285 oh noooooo sorry suck hard,sadness
slayer_89 feel sorry hope dnt cry 2nd time,worry
ncaa baseball road two omaha south carolina hit 3run homerun dagger two heart mason one south carolina three,neutral
mollieandme oh come back gig scotland ticket see last year hosp wit gallstones,neutral
hollowbabeshere come utter shite bgt completely agree,neutral
redbloc twhirl work weekend thank god probably go miss red sorry,worry
siggidori sorry create new comedy style bad joke,sadness
omg go robinson tyler wfm freakin miss anthony ugh today kind suck lex three,sadness
yaphilj phil miss gracin ya presence much new,worry
nikkeekristen yeah say bottom twentyone must available live aug 19th nov 2nd roughly,worry
eblondie know heartless souls,worry
westlifebunny days aight clean mostly go mcds check hader toy luck eat chickfila,worry
work heat horrible,worry
genejm29 speak soon still nice even lot break cloud come south,worry
thing prepare five sermons one week think prepare powerpoint slide,hate
thatdamnninja oh okay every often get random taste blood mouth make go eww blood haha,happiness
hollie steel bless go dreambears thirtythree thousand three hundred thirtythree hahahahaha,happiness
awwwwwww holly,neutral
wait cell phone dry go swim bowl water earlier,worry
lobsterandswan iti12s beautiful blog ii12m able ace anymore,sadness
ruthnin expense could without moment,neutral
unable booze friday indeed entire weekend actually hurt,worry
stress beyond belief need nap,worry
davidcrow cspin suppose bike lanes roads safe enough pull kid bike buggiestrailers,worry
awww poor little girl britains get talent,worry
aww little girl britain get talent actually love ant n dec oh simon cowell,surprise
leave poor fred boyfriend alice wonderland ride oops sorry fred argh,worry
hollie__ aww bless one faves,worry
sheselectric_ youl ever xxx,fun
nahtuhlee sn yeah sad day,worry
many meds sleeepy sleeepy hate sick,worry
see finish line disappear plethora email wah,worry
xxannasxx oh sorry old grandpa,worry
plan even dinner shop dress shirt watch go bed plan saturday funeral friend,sadness
man tha mojitos earlier get feelin type funny hope get sick mylocme20dd,fun
dylanxtra awwwwwwwwww jus awwwwwdid get start like,surprise
kiieeeee yaaay clean room say hi day write back,happiness
mallorca want play guitar come home go buy mcfly dvd first,happiness
mitchelmusso want call would cost much maybe parent say okay,enthusiasm
gfalcone make cry poor hollie xx,worry
jcubed1 totally agree always seem henpecking john even cheat thing,neutral
bgt poor kid,worry
kittybuffiekat know buffie sit office instead go see ms kane major bummer,worry
think know go break tell sorry know love,worry
stoc find close mondays work backup plan,surprise
need new iphone case break,worry
sure hope become four hundred twenty afternoon,neutral
sam4god spoil like ten eleven hard put front 14m people really young,surprise
sad wife florida sick lexington,worry
laurenosaur would love sadly work,worry
really like lady gaga paparazzi whatshappening,love
starfish1211 horrible pray poor thing,worry
sizzle outside work inside double,love
genglo ouch even look one know exist enough,relief
finish clean desk least office look empty almost time car one twelve fb,relief
jessiiemcfly oh girl aidan,neutral
jason_inc sound good still like fridays although mean go work tomarrow,sadness
phone know charge last night sigh,worry
make good time fuck chicago traffic photo bkitecom07xoh,sadness
mitchelmusso imnot aloud call think awesomeily xx,worry
stick anniston mississippi get car accident scar drive boy drivers ed fun summer,worry
iq one hundred thirtysix,surprise
make good time fuck chicago traffic photo bkitecom07xoi,hate
robertpwilkins leave alone hurt run adter fianly shower wash paint,worry
twitter hate put photos page,hate
love_jamie guess really suprised,surprise
robineccles indeed get song however unable listen,sadness
office friday even,neutral
enjoy beautiful day hang around house pam make cake give,neutral
erockett89 wish home bed naked,neutral
aww bless give chance,love
work know exhaust,worry
yay two ride home two take tha yellow limo super gay,happiness
aaronhoskins fuck miss band much,sadness
wish go prom oh well go go wish girls good luck go good oll applebees yumm,worry
mattchung get hope get work time want job,worry
miss hubby already,sadness
wonky73 busy days twitter blog,worry
4am hubby alarmsong play blame alcohol course could get back sleep think joe cruise,neutral
randiellen03 nofair bk uhura nero leave,sadness
bad day day realize mess put one happiest days life,worry
well clock twitter friends sidenote hate commute heavy rain,hate
check twitter try find people know unfortunately one know use website,worry
martiningram brilliant idea one buzz though,fun
need cheer,happiness
panera lunch byyy aww,empty
sqldba sorry make sure bomb talk ssug next month penance,hate
find tennis racket,worry
need water paper towel coke store feel sick go get,sadness
hell go school two hours next monday tuesday dumb snow days thier lame rule mom make go,worry
miss 1st game tonight maybe get lucky home time watch part second,worry
iainliddle balance chair chin sixth form common room get nothing sneer hang ball good,love
suzziequeue yes thank great soooooo look forward monday,worry
yankeeragu think really good probably damn obscurity,neutral
biphenyl hope someone spell wander man feel like sign twitter couple days,neutral
four shots novacaine mouth right cheek totally numb booo,worry
awwww holly x,love
djirie would mean babe fcuk name rozoonthego super freakin cool give pass ha,love
help cousin get ready 8th grade dance grow,worry
justkappa hey hunny miss call email,worry
cagneyartist sorry response assistant job already fill please check back soon sure last long,sadness
tiffconnftw party,neutral
2flutterby hang drink hot coco,neutral
tonight last jay leno late nigt show,neutral
flesheater,empty
madisonapril lol haha fresh death lol ha ha love miss two id almost give i12 cuz nvr respond 2me today love u2,love
home sore knee,sadness
hair guy oh dip get go onee two minits leff,worry
get sleeep tire good night tweeps,neutral
justinobey forget tonight plan head cask might good idea,worry
gavinholt awwwh way well bubblin,fun
angysthb funny bump go away,worry
theredhood go away partyyy mandydiblasi come,sadness
yrbook sign w evryone fun gna miss evrything,neutral
tjsilver yeah suck try ask q two never answer love joe hug nick,love
jmelencholy lunch already lil late buddy,worry
listen music phone die find charger brother need two stop take mine without ask,surprise
little girl bgt omggg people feel sorry,surprise
grrr hate make careless mistake docs give partner,worry
omg watch hollie steel cry painful bgt,worry
stoya limit web access think europe lot connect regardless fun never europe,sadness
want fake blt,empty
arghhhhhhhhh keep twitterbones peep,worry
hey mitchelmusso please reply call mexico know code love,worry
hey mitchelmusso please reply call mexico know code love,love
leno last show tonight,neutral
greatkingrat hey forget ask steve take mine mate look like liam shameless,happiness
way driver train,neutral
aww get see 1st grade teacher last day retire,love
theroser miss mucho,sadness
dapass twurlnlgoljwp get try add new post,empty
blackittyblack haha sorry whole like two people bohemianchurch follow,neutral
bobbie_k_2k three hundred sixty close get,neutral
stevico1 exactly,neutral
never around sl100 quiz want water park ticket waaaa,neutral
whatabout_ken suck hang,worry
brunamedeiros heeeeey baby,enthusiasm
chaz daily happen two thousand two hundred thirtyone watch er instead dvd end era one thousand one hundred nine sun wooo tinyurlcomlgwrum,neutral
freyalynn carriers anymore,surprise
kate_butler thinkhope might put age limit next year back bgt,worry
noisemaker_ aww bad lose though,worry
much hair fall everytime shower sad disgust yfrogcom6p190aj,worry
poor girl britains get talent god love forget word cry get second chance perform,sadness
brran1 really suck think might cry skip anything important comps get disposable,sadness
hav fun heav metal happy hour guy future staygangsta accadentally set fire smoke grayblue,fun
idmoore enjoy day prob see top glyders pint get drive straight back get dog stuff sunday,happiness
gfalcone601 tom hahahahahahhah bff,happiness
mrseb mimiron hardmode,neutral
awww poor holly,sadness
iis work four really want geordanos thin crust cheese black olives peperoni mushroom pizza,neutral
sherryaperez aww mamas hope well get rest beautiful muah holla,worry
get spam college email account way rub graduation,hate
jrobertstwc help jen monster energy drink crash,neutral
zhighlife people r weird,sadness
sure miss chick though may rip,worry
mishacollins yes please go die cry normally lead small animals get harm,worry
byrnesbabe_09 ii grr oooh aiden lol x,love
twilightish really hope,neutral
feel well go sleep,worry
break dresser since three,worry
djbelle lmao think fuck hate least three people follow unfollowed yet loon,hate
justcause summer hours say day end 1pm mean really get leave one,sadness
josette look across pond nowhere find,worry
feel tempt high volume jeeps start acura wave,worry
bring cat specilist may ectopic uritors ultrasound surgury would two thousand may need take back humane society,worry
mandypandy32 hope sake could could get worse,worry
spend day study bore study still three chapters go,worry
time take astronomy test,sadness
angry right today doind nothing classmates yes think stay friend mrcomputer hope,hate
get use get cold asthma pay,sadness
ann_aguirre go anywhere book finally get hre cool two know wht butch look lk lol go mail tdy,neutral
hate sit doctor office tell run hour behind awesome,worry
actually workin weekend,sadness
back laaandan miss already check new giant purple bow gold wing necklace three td tinyurlcomm5y2mw,sadness
miss dog ripbatman yeah batman really hope dog go heaven true,sadness
walmart orientation work seriously suck,sadness
under_control aw babyy sorry gots excite haha three hundred thirtythree,happiness
ow sunburn hurt,worry
absolutely nothing eat house epic fail,surprise
everyone sing playback comet,neutral
great day slightly depress know go,worry
joemuggs urgh grime likey,sadness
know watch holly break heart,sadness
wake saw sun need start wake early,surprise
favorite curl iron break,sadness
xo_sufi_xo yeah work pay job volunteerintern tend disappear rather quickly get slow,worry
great time last night eye burn hurt bad,hate
stupid headache day,worry
damn margie say could share info kill evil eddy want info give,hate
back youngest kindergarten graduation grateful mom save gift son think,fun
vegasrex wish time back airport already,sadness
nudge much go lately umped game wknd take one pills,sadness
aerinea ugh sound like bust cable box time zone,worry
sorry tayfo chili cheese dog without,worry
think pinch something neck,worry
want something tonight look promise,worry
lucyliz worry get tv,empty
hour leave ipod touch,worry
ya turn device update turn back feel touch,sadness
tattoo ticklish,worry
jessmitch fml good idea steal phil back give dumbass cousin cat jk would feel bad,worry
bore home tomorrow get work day,worry
car possess stop honk,neutral
eat much ice cream curly fry,neutral
cry end sad see last episode er man good series,sadness
back home,neutral
_toki_ wee girl start cry mum come shame,sadness
acupofjo one two lmfao wonder,fun
boredzo assume mean 2nd item three nest line invert call tree button find i12 i12 i12,neutral
theellenshow go buy nail polish ellen,worry
really bore anthony senior board shit hungry cold,hate
jennifalconer wow never see bloody awesome think bcoz george last year however could bad x,love
sad bitlyb8jth love kelly three,sadness
things say purple prose give away hell even suppose mean casino music go die,surprise
ragazza_matta take well know quiz make one day one take yet put pics yday fb xx,happiness
sit car cat keep meow feel bad,worry
watch maxium one hundred look beautiful like girls,worry
omg finally back comp break guy miss,relief
many things think prepare marathon aye dios,worry
watch walle cute sad,worry
scratch ipod,worry
angisori reg gig yet hopefully massage actually,worry
get job,worry
craiiiiiig21 paola625 sound like sonics never record say spicy breed buffalo wing w blu cheese beer,fun
3rdegree09 man still see movie bad work,sadness
hypervenilating cuz watch keith urban new video try calm realize far away august thirteen,worry
chevelleluv ps sorry uncle,sadness
qcmartinez cloudy damp hope rain tonite track meet would hate interview rain,worry
watch britains get talent poor holly,worry
michellecpa ugh headache want go home,worry
silkglove bad force watch must helpline call good thanx asleep,worry
hate watchn things make sad n wana cry,sadness
realjessicaalba aw,worry
tommcfly respond,anger
sit computer study right procrastinate xd,worry
ohhh mannnn lay three girls economy improve soon,neutral
hey get comlementary cherry flavor lip gloss time cool,neutral
feel good throat hurt,worry
symphonic,neutral
mcfreak_ truetrue xd,neutral
crosimpleminds tao summer many,worry
twitpiccom67di2 mean say skin terrible plus sunburnt chest,worry
work ready go,happiness
get excite saw bag place cookies usually live get unfortunately new prescription,surprise
tire work 5pm fb,worry
find none,sadness
kennethlim work logo keep get click happy photoshop stupid stop clickin ps,worry
nesitajai leave week know see everyday like fact city,sadness
sound input computer stop work mic jack usb webcam mic work either check input control,sadness
hardcore4 damn frat bad good show least hop esp since bk,sadness
rosieeejones sorry think cry fake see think fair get another chance,empty
suppose ms twitterology,surprise
tire cani12t stay awake must finish work sunday,sadness
sit home watch tv soo bore,neutral
false alarm house,worry
therealkream yup,fun
dangit lsu w 7spot b7 lead southern eightytwo intentionally mention anything get jinx anyhow,sadness
mcdonalds eat chicken nuggets kid embarrased drop soda haha fell tray lol,relief
find want able go see daddy tomorrow leave ty activity tomorrow morning suck,surprise
rice ready eatoff watch comet two thousand nine important music price germanywow n lisa arrive around 12pm still two hours,fun
dentist chicks hot plus,happiness
hate tremor stupid meds,hate
ugh one 34th hour nineteen,neutral
preschoolers bowl hundred weigh three thousand five hundred forty lbs today last day year,fun
annavzang get hit car would make lovely music,love
feel ill think dehydrate,worry
chelseapiersnyc tinycc seem load think go bat cage apparently get book adv,sadness
myke329 yooo myyyyye bust sick tooo shoot long night tonight,sadness
gutted kitchen empty literally empty even kid hungry,worry
freyalynn dude fail know exactly place,sadness
hannahbananalee talk drool canon eos 5d mark two amaze bad cost 2k tinyurlcom63qoz4,fun
take antibiotics still feel like crap,worry
home chocolate peanut butter stupid kid bus ruin yearbook,sadness
fidel ball,empty
exams stressful,neutral
stop twitter maryland cookies bgt,worry
rosieeejones agree whole hollie thing,worry
deap215 roam thing happen switch,surprise
big laptop big time switch eee bye big guy,anger
want back bitlypp1wz,empty
ringqvist seriously get sadder,sadness
ugh realize completely redo tweetdeck group pain computer wipe clean,worry
go pig ice cream potato chip,fun
two days till half term,neutral
mileycyrus computer stupid let vote could would vote,hate
britain get torture edelcries,neutral
likewise buttahbrown better ask appreciate neglect sir fresh,sadness
would like game system,worry
look cute,happiness
cainandrews awwwh stick traffic booo,surprise
rosieperez yes find one four curve eight thousand nine hundred,empty
kandeebx two get house,empty
reeheally hop rain stop time get metro courthouse bring umbrella today,worry
might snob friendfollower ratio six,sadness
bore cleanin house,boredom
damm feel like song dead go travis garland,sadness
taurenlegend kind hard see pic doggie pic exist,sadness
miss lot class,worry
still hangover,worry
shack idol today wait go funnn poor cameron fell bar speech today felt bad,worry
go work soon excite ugh id rather pluck fingernails,worry
happen wierd sudden,worry
awake 6am saturday sleep day oh well work keep busy work keep awake,neutral
generalization damn come las vegas suburbia hard connect ppls,neutral
headache want see julie,surprise
dang drop subway da floor ahh 5sec rule pass already,empty
say goodbye papa,sadness
miss lot class,sadness
annoy,neutral
aww one msn,surprise
would slip fall dirty school bathroom floor fml,worry
oh accord mom dad go try take twentythree weeks september go austira wrap vacation well lmao,worry
chris_gorham aww shame still followfriday though,worry
day twentysix town wish could catch show already plan go figure,worry
could find p4 could show brantley feet rain,worry
airrun oh yea think open yet take ben jerry love place,surprise
enjoy couch last time,worry
city officially smell like dead fish,worry
candicotton good,worry
bitly61aam dog go die somebody save,worry
19fischi75 think ugly tha dumb ass lookin lill betta know,hate
keep receive beautiful pics beach charleymagne office work get bitter,sadness
maliceve yeah mine stubborn get keep try way around,worry
smaknews sorry anna wintour repeat tweet sooo sorry something wonder quad tweet,worry
theellenshow favorite nail polish,love
moment fly car,love
rain make sad like want kill,worry
think kill 6mo old bromeliad need new pet plant,worry
alarm get change somehow end wake one hundred feel like half day go,worry
home alone yet mam dad rather go club stay take yes think prove love,sadness
john college thing stay home weekend hang momma sushi tonight three,love
hmmmm everyone house empty alone,worry
selenagomez hey selena brazilian fan love much inspiration please reply,love
bak mcr glad sleep bed 2nite yeyah fink missin popeye hopin two c 2moz xxx,relief
aaaaaw want live usa,sadness
even nooooo secret namerebecca please,sadness
pro01 if__fi one hundred,neutral
another two hours work ugh go slow sore,sadness
fresnorock love,worry
want get blackberry afford watch telly relax hard sesion tomorrow,worry
masqueradetitan omg mine omg gross sorry totally forget,surprise
brennare oh yes think almost every tuesday june dress buy one felt guilty take back,worry
lunch eat alone soo long oh well,happiness
today seven hundred seventyseven days leakycon two thousand eleven awesome number wish far away,sadness
wordspring timayres eew cheese hate cheese,hate
twentyone days away evict,sadness
graceamy childish lol cos one say pic jake earth make vomit,neutral
get really sick today text later nap time,sadness
well far back sanity least,neutral
pocketnowtweets label sorry know really needy,surprise
silly boyfriend forget phone charger four day long trip kilkenny talk see gig go poo,love
ya know today suck rain possibility magic friday goin tonight,boredom
like dentist make gum hurt,worry
damohopo proper dog bark much jump fault strict enough,worry
follow fridays make feel really unpopular,worry
find red lighter remind amy,sadness
camp weekend boo get signal torture,worry
welsh_lottie one favourite pastimes weekend long weekend monday ice show w gdaughter,happiness
work,neutral
last official wvbr dj shift ever sad day listen online wvbrcom,worry
weekend think make michigan wonder years,worry
rele want leave lfpa,love
ben n sorry bac hit hup,neutral
bensue aww cryin though want get thru feel sorry good though,worry
critic6881 lady think watch scrub delusional bail plan,neutral
bye twitter fb world san francisco airport ready board air china sure internet access,happiness
akoha promise would spread card around india give someone deck never give,neutral
damn spend week whole pay shop oh well happy,happiness
stomach ache ahhhhhh,worry
thek3sha bitlynack2,neutral
dire need second job hear anything nightlife food service please please please think,worry
abcdude darn think mean white sox,surprise
ftskirstin shoooot aunt home soon cry eye,love
wrldfms would know phone,happiness
ajandtjsmommy sorry,worry
chemo,neutral
try move get hurt much,worry
beadinpath hi heather know saw message april twitter friendly,worry
xoxojl whatever stupid aussies,empty
sherylbreuker hate costco always cost us much money,hate
weblogamo kardam ama moteasefane baz postesh kootah shoe albate khob chizi nadashtam ke begam,neutral
reyt fancy valentinos worst time consider,sadness
want dec dad,worry
well get,neutral
cecinievas omgggggggggg belive happen friend know miss nice,worry
adamswifey61208 yes,neutral
shoebuy_news go,neutral
also concede first twitter grammar fail,worry
feel slightly sick bgt,worry
apply osap yet god go owe major end academic career right,worry
euhm french really understand english poo,worry
nvr want may come end,relief
write first showstoppers entry lose hours work due server issue,neutral
today free day bell ring wen ring end okayy,sadness
cripchick sound forebode,enthusiasm
reception food long beach graduation champagne twitpiccom67eba,happiness
adam_griffiths oh maybe cope people definitely go vote,worry
krithin way short notice know rsvping party thank much invitation though 2nite,neutral
head hurt,sadness
odd try call mitchel musso dosent work,worry
wilw sad commentary,neutral
weirdest hive legs arm heck allergic itch bad dang,sadness
people would rather watch movie go outside fail life,neutral
tchetelat much tweetie jive look tweetie use either iphone,neutral
new crisis bag eavy doe,worry
back atl miss ny tonight though let meeeee know,neutral
tgrburningbrite addict colourlovers time sink,love
ohmyseven valerie2776 subject line phone normal texts,neutral
mitchelmusso never reply mee must really hate l,sadness
wish could work oppose wit kid cuz hardest job eva,neutral
iamnewyork nuthin much gettin ready two head bk two wrk n,neutral
deep fry drumsticks good think would,worry
talk today oh godness problems problems problems love money math parent enough,worry
get back swing still sore surgery tire coffee time,sadness
spizer mathematica mean automatically hit button twice,worry
lula feel well tinyurlcomm8kcsq,sadness
twitter update know everyone famous,worry
anitawebster pho broth concentrate mix pork beef bone think miss point,surprise
lil_kimmeh miss however humpthestump rest life,sadness
gloomy weather sun must tire come play head victoria garden impulse buy haha,worry
headache ugh,neutral
even arnold could save park bitlywsm5j provide job,empty
jessicagirrl know fuck dick really want go go fuck puertorican wed damn spanish,hate
igobydoc noes kill spiders mostly good eat bad bug make web like smushing one,sadness
work suppose day much work get plm world sigh,worry
take forty underpriveledged kid circus 2moro big day plan still feel one hundred nervous right,worry
